date,window_size,window_start,window_end,network_id,network_type,network_scale,network_metal,source,target,source_to_target,target_to_source,strict_r2g_NPDC,pca_NPDC,strict_minus_pca_NPDC
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,platinum_futures_MTC,6.337475150982004,6.431580888538342,-0.09410573755633767,-0.7474268982169006,0.6533211606605629
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,palladium_futures_MTC,57.9965118344431,58.564155169234475,-0.5676433347913772,-1.3347148330208114,0.7670714982294342
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,gold_spot_MTC,2.151600771527827,2.403187967800522,-0.25158719627269477,0.4597514018690782,-0.711338598141773
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,silver_spot_MTC,3.3834063054019503,3.6684325583024813,-0.28502625290053096,0.5512762977681801,-0.8363025506687111
,3100,2012-01-04,2026-03-31,same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,platinum_spot_MTC,6.932727422680221,7.366741288323207,-0.43401386564298594,0.1202819599094059,-0.5542958255523919
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,silver_futures_LTC,15.824963201412304,14.93519413679865,0.8897690646136542,5.8849770498358485,-4.995207985222194
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,platinum_futures_LTC,3.4427356144110512,3.7179774902728364,-0.27524187586178517,2.6957032713338864,-2.9709451471956716
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,palladium_futures_LTC,3.001562586216041,2.371531925444055,0.6300306607719861,-1.941370133106779,2.571400793878765
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,gold_spot_LTC,14.196407959811634,14.369692660875366,-0.17328470106373217,2.543122593239147,-2.716407294302879
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,silver_spot_LTC,17.08229018150183,17.633079451944337,-0.5507892704425075,0.2676328475787373,-0.8184221180212448
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,platinum_spot_LTC,2.6802119230817087,2.7973587656003502,-0.11714684251864149,0.4741530561464868,-0.5912998986651283
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,palladium_spot_LTC,3.4891852728752566,3.3354734099156755,0.15371186295958106,0.3914188530934656,-0.23770699013388452
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,gold_futures_LTC,14.93519413679865,15.824963201412304,-0.8897690646136542,-5.8849770498358485,4.995207985222194
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,platinum_futures_LTC,0.6662009266035989,0.9029889593677052,-0.23678803276410632,1.9278975771986784,-2.1646856099627847
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,palladium_futures_LTC,3.6912523848129353,3.5008383200122104,0.19041406480072487,-3.7429775090060304,3.9333915738067553
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,gold_spot_LTC,38.03949113603118,42.49470715793963,-4.4552160219084485,0.2504660016056231,-4.705682023514072
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,silver_spot_LTC,3.4660237884681213,3.754609694091482,-0.2885859056233606,0.1314650722244487,-0.4200509778478093
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,platinum_spot_LTC,0.45386442654006587,0.5451435382186922,-0.09127911167862635,1.796616756032257,-1.8878958677108835
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,palladium_spot_LTC,1.3012249905227589,1.188250005290678,0.11297498523208094,-3.6269155667095303,3.7398905519416115
