date,window_size,window_start,window_end,network_id,network_type,network_scale,network_metal,source,target,source_to_target,target_to_source,NPDC
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,silver_spot_LTC,1.2546204525343643,1.4053394033053144,-0.1507189507709501
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,platinum_spot_LTC,2.7232020992646833,2.9665101515566143,-0.2433080522919311
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,palladium_spot_LTC,43.70126192023488,41.11538391099746,2.585878009237419
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,gold_futures_LTC,14.369692660875366,14.196407959811634,0.17328470106373217
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,silver_futures_LTC,42.49470715793963,38.03949113603118,4.4552160219084485
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,platinum_futures_LTC,1.9884826900883883,1.8855887236451505,0.10289396644323778
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,palladium_futures_LTC,15.404325659925908,14.239071862837497,1.1652537970884111
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,silver_spot_LTC,4.787671155197467,4.572719080281611,0.214952074915856
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,platinum_spot_LTC,1.6136918724041025,1.41545088634851,0.19824098605559248
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,gold_spot_LTC,palladium_spot_LTC,3.4249876376888193,2.8906343391424745,0.5343532985463448
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,gold_futures_LTC,17.633079451944337,17.08229018150183,0.5507892704425075
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,silver_futures_LTC,3.754609694091482,3.4660237884681213,0.2885859056233606
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,platinum_futures_LTC,16.14459402550353,15.15527536832971,0.9893186571738202
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,palladium_futures_LTC,1.4053394033053144,1.2546204525343643,0.1507189507709501
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,gold_spot_LTC,4.572719080281611,4.787671155197467,-0.214952074915856
,3100,2012-01-04,2026-03-31,same_scale_LTC,same_scale_cross_metal,LTC,,silver_spot_LTC,platinum_spot_LTC,18.122292440192084,17.819534508163443,0.30275793202864065
