analysis_type,base_score,fold,group,importance_drop,importance_positive,mode,model_type,n_features,permuted_score_mean,permuted_score_std,signed_importance,target,target_type,high_state,positive_sum,normalized_importance
regression,,3,CFTC_SILVER,0.15562413157565072,0.15562413157565072,arx_external_plus_target_lags,ElasticNetCoefficient,35,,,0.04237610666207035,tci_same_scale_STC,level,,8.442847259068163,0.018432659836230054
regression,,3,GPR,0.04096333405851198,0.04096333405851198,arx_external_plus_target_lags,ElasticNetCoefficient,25,,,-0.04096333405851198,tci_same_scale_STC,level,,8.442847259068163,0.004851838817114062
regression,,3,INFLATION_GROWTH,0.15982717185727283,0.15982717185727283,arx_external_plus_target_lags,ElasticNetCoefficient,15,,,0.05158817474932216,tci_same_scale_STC,level,,8.442847259068163,0.01893048244898759
regression,,3,OIL,0.03207940529063108,0.03207940529063108,arx_external_plus_target_lags,ElasticNetCoefficient,10,,,-0.02872423569236154,tci_same_scale_STC,level,,8.442847259068163,0.0037995955992423916
regression,,3,RATE,0.1087626464779,0.1087626464779,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,0.05372372234389938,tci_same_scale_STC,level,,8.442847259068163,0.012882223631498473
regression,,3,REL_GOLD_PLATINUM,0.052492221180556985,0.052492221180556985,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,0.052492221180556985,tci_same_scale_STC,level,,8.442847259068163,0.006217360040971599
regression,,3,REL_GOLD_SILVER,0.13355742613829086,0.13355742613829086,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,-0.07138285843100234,tci_same_scale_STC,level,,8.442847259068163,0.015819003002197105
regression,,3,REL_PLATINUM_PALLADIUM,0.0606457182739706,0.0606457182739706,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,-0.006819462333322918,tci_same_scale_STC,level,,8.442847259068163,0.007183088407626134
regression,,3,RISK_STRESS,0.15715776841610016,0.15715776841610016,arx_external_plus_target_lags,ElasticNetCoefficient,15,,,0.04967202895210789,tci_same_scale_STC,level,,8.442847259068163,0.01861430908243692
regression,,3,TCI_AR,4.5382492641309256,4.5382492641309256,arx_external_plus_target_lags,ElasticNetCoefficient,5,,,4.5382492641309256,tci_same_scale_STC,level,,8.442847259068163,0.537525922816684
regression,,3,USD,0.009899439413646778,0.009899439413646778,arx_external_plus_target_lags,ElasticNetCoefficient,10,,,0.009271345886516388,tci_same_scale_STC,level,,8.442847259068163,0.001172523807417473
regression,0.379328377691181,3,CFTC_GOLD,-0.003343863975727168,0.0,arx_external_plus_target_lags,RandomForestPermutation,35,0.38267224166690816,7.618370950332004e-05,,tci_same_scale_STC,level,,8.442847259068163,0.0
regression,0.379328377691181,3,CFTC_PALLADIUM,-1.1657341758564144e-15,0.0,arx_external_plus_target_lags,RandomForestPermutation,35,0.37932837769118216,7.043575467574348e-16,,tci_same_scale_STC,level,,8.442847259068163,0.0
regression,0.379328377691181,3,CFTC_PLATINUM,0.0020904448435144496,0.0020904448435144496,arx_external_plus_target_lags,RandomForestPermutation,35,0.37723793284766655,0.00020295890742190093,,tci_same_scale_STC,level,,8.442847259068163,0.00024759950990102026
regression,0.379328377691181,3,CFTC_SILVER,0.009636067588675912,0.009636067588675912,arx_external_plus_target_lags,RandomForestPermutation,35,0.3696923101025051,0.000670860098059268,,tci_same_scale_STC,level,,8.442847259068163,0.0011413291384995924
regression,0.379328377691181,3,GPR,-3.885780586188048e-16,0.0,arx_external_plus_target_lags,RandomForestPermutation,25,0.3793283776911814,2.7755575615628914e-16,,tci_same_scale_STC,level,,8.442847259068163,0.0
regression,0.379328377691181,3,INFLATION_GROWTH,-0.002392976226699095,0.0,arx_external_plus_target_lags,RandomForestPermutation,15,0.3817213539178801,0.0025769268100241257,,tci_same_scale_STC,level,,8.442847259068163,0.0
regression,0.379328377691181,3,OIL,0.08622704682210947,0.08622704682210947,arx_external_plus_target_lags,RandomForestPermutation,10,0.29310133086907153,0.0064468908537665525,,tci_same_scale_STC,level,,8.442847259068163,0.01021302934617182
regression,0.379328377691181,3,RATE,0.007851156791567948,0.007851156791567948,arx_external_plus_target_lags,RandomForestPermutation,20,0.37147722089961305,0.0011400208986725913,,tci_same_scale_STC,level,,8.442847259068163,0.0009299181366967523
regression,0.379328377691181,3,REL_GOLD_PLATINUM,0.0013339709586887016,0.0013339709586887016,arx_external_plus_target_lags,RandomForestPermutation,20,0.3779944067324923,0.00012846047826056686,,tci_same_scale_STC,level,,8.442847259068163,0.00015800012931134466
regression,0.379328377691181,3,REL_GOLD_SILVER,0.012928915780019035,0.012928915780019035,arx_external_plus_target_lags,RandomForestPermutation,20,0.36639946191116196,0.0007677352249800986,,tci_same_scale_STC,level,,8.442847259068163,0.0015313454553062707
regression,0.379328377691181,3,REL_PLATINUM_PALLADIUM,-0.0005827275070527382,0.0,arx_external_plus_target_lags,RandomForestPermutation,20,0.37991110519823373,0.0006023697272090172,,tci_same_scale_STC,level,,8.442847259068163,0.0
regression,0.379328377691181,3,RISK_STRESS,-0.0024072578808426726,0.0,arx_external_plus_target_lags,RandomForestPermutation,15,0.38173563557202367,0.0002710979176121463,,tci_same_scale_STC,level,,8.442847259068163,0.0
regression,0.379328377691181,3,TCI_AR,0.5971734242991475,0.5971734242991475,arx_external_plus_target_lags,RandomForestPermutation,5,-0.21784504660796652,0.004413739770114051,,tci_same_scale_STC,level,,8.442847259068163,0.07073128365051787
regression,0.379328377691181,3,USD,0.00012848534252801747,0.00012848534252801747,arx_external_plus_target_lags,RandomForestPermutation,10,0.379199892348653,0.00011539940372873586,,tci_same_scale_STC,level,,8.442847259068163,1.5218247894987785e-05
regression,,3,CFTC_GOLD,0.7719066893958525,0.7719066893958525,external_only,ElasticNetCoefficient,35,,,-0.26274515207870625,tci_same_scale_STC,delta20,,46.09602457078933,0.016745623870675463
regression,,3,CFTC_PALLADIUM,0.8784171128472067,0.8784171128472067,external_only,ElasticNetCoefficient,35,,,0.3933721861074485,tci_same_scale_STC,delta20,,46.09602457078933,0.019056244459828155
regression,,3,CFTC_PLATINUM,1.1827980727173137,1.1827980727173137,external_only,ElasticNetCoefficient,35,,,-0.0005869386537676689,tci_same_scale_STC,delta20,,46.09602457078933,0.025659437743940354
regression,,3,CFTC_SILVER,0.9492771421394318,0.9492771421394318,external_only,ElasticNetCoefficient,35,,,0.05014310932193619,tci_same_scale_STC,delta20,,46.09602457078933,0.02059347093330432
regression,,3,GPR,0.6691052027439007,0.6691052027439007,external_only,ElasticNetCoefficient,25,,,-0.07365760198035742,tci_same_scale_STC,delta20,,46.09602457078933,0.014515464380585808
regression,,3,INFLATION_GROWTH,0.7841153968791594,0.7841153968791594,external_only,ElasticNetCoefficient,15,,,0.38758602508163903,tci_same_scale_STC,delta20,,46.09602457078933,0.017010477675249394
regression,,3,OIL,0.5387794529694762,0.5387794529694762,external_only,ElasticNetCoefficient,10,,,-0.38937101104904165,tci_same_scale_STC,delta20,,46.09602457078933,0.011688197799835785
regression,,3,RATE,0.6336149890829694,0.6336149890829694,external_only,ElasticNetCoefficient,20,,,0.07297354002264213,tci_same_scale_STC,delta20,,46.09602457078933,0.013745545195766968
regression,,3,REL_GOLD_PLATINUM,0.35130397226948085,0.35130397226948085,external_only,ElasticNetCoefficient,20,,,0.22204716618793313,tci_same_scale_STC,delta20,,46.09602457078933,0.007621133829664332
regression,,3,REL_GOLD_SILVER,0.3778094080135546,0.3778094080135546,external_only,ElasticNetCoefficient,20,,,-0.08653128394328943,tci_same_scale_STC,delta20,,46.09602457078933,0.008196138637364604
regression,,3,REL_PLATINUM_PALLADIUM,0.28991209055392475,0.28991209055392475,external_only,ElasticNetCoefficient,20,,,-0.10112805481951939,tci_same_scale_STC,delta20,,46.09602457078933,0.006289307879656929
regression,,3,RISK_STRESS,0.6374692220199529,0.6374692220199529,external_only,ElasticNetCoefficient,15,,,0.027382460424274765,tci_same_scale_STC,delta20,,46.09602457078933,0.013829158326679475
regression,,3,USD,0.14751621618259558,0.14751621618259558,external_only,ElasticNetCoefficient,10,,,0.11765613382310594,tci_same_scale_STC,delta20,,46.09602457078933,0.0032001938899536985
regression,-0.07859276838481333,3,CFTC_GOLD,0.009053991561176852,0.009053991561176852,external_only,RandomForestPermutation,35,-0.08764675994599018,0.001159033980130158,,tci_same_scale_STC,delta20,,46.09602457078933,0.0001964158871720641
regression,-0.07859276838481333,3,CFTC_PALLADIUM,0.0018135184176211877,0.0018135184176211877,external_only,RandomForestPermutation,35,-0.08040628680243452,0.00038125286650808404,,tci_same_scale_STC,delta20,,46.09602457078933,3.934218697831915e-05
regression,-0.07859276838481333,3,CFTC_PLATINUM,-0.00433359911112359,0.0,external_only,RandomForestPermutation,35,-0.07425916927368974,0.0007979525395093579,,tci_same_scale_STC,delta20,,46.09602457078933,0.0
regression,-0.07859276838481333,3,CFTC_SILVER,0.014001396838368318,0.014001396838368318,external_only,RandomForestPermutation,35,-0.09259416522318165,0.003514742373704102,,tci_same_scale_STC,delta20,,46.09602457078933,0.00030374412910307426
regression,-0.07859276838481333,3,GPR,0.0,0.0,external_only,RandomForestPermutation,25,-0.07859276838481333,0.0,,tci_same_scale_STC,delta20,,46.09602457078933,0.0
regression,-0.07859276838481333,3,INFLATION_GROWTH,-0.0013217255020397528,0.0,external_only,RandomForestPermutation,15,-0.07727104288277357,0.0005324229856539123,,tci_same_scale_STC,delta20,,46.09602457078933,0.0
regression,-0.07859276838481333,3,OIL,0.0004827626267168289,0.0004827626267168289,external_only,RandomForestPermutation,10,-0.07907553101153016,7.030466571539082e-05,,tci_same_scale_STC,delta20,,46.09602457078933,1.04729774684898e-05
regression,-0.07859276838481333,3,RATE,-0.0016916358828094058,0.0,external_only,RandomForestPermutation,20,-0.07690113250200392,0.00012794956341168472,,tci_same_scale_STC,delta20,,46.09602457078933,0.0
regression,-0.07859276838481333,3,REL_GOLD_PLATINUM,-0.021284318255224623,0.0,external_only,RandomForestPermutation,20,-0.057308450129588705,0.010584335024759004,,tci_same_scale_STC,delta20,,46.09602457078933,0.0
regression,-0.07859276838481333,3,REL_GOLD_SILVER,0.009564419113700248,0.009564419113700248,external_only,RandomForestPermutation,20,-0.08815718749851358,0.0062668888491686486,,tci_same_scale_STC,delta20,,46.09602457078933,0.0002074890232456432
regression,-0.07859276838481333,3,REL_PLATINUM_PALLADIUM,0.003512384036842578,0.003512384036842578,external_only,RandomForestPermutation,20,-0.0821051524216559,0.000547410629014142,,tci_same_scale_STC,delta20,,46.09602457078933,7.619711394956924e-05
regression,-0.07859276838481333,3,RISK_STRESS,0.00036430844287327346,0.00036430844287327346,external_only,RandomForestPermutation,15,-0.0789570768276866,0.0007553970613096485,,tci_same_scale_STC,delta20,,46.09602457078933,7.903250795820964e-06
regression,-0.07859276838481333,3,USD,0.0041731971117770356,0.0041731971117770356,external_only,RandomForestPermutation,10,-0.08276596549659036,0.0005167699199634717,,tci_same_scale_STC,delta20,,46.09602457078933,9.053269019692332e-05
regression,,3,CFTC_GOLD,0.012895920220514877,0.012895920220514877,arx_external_plus_target_lags,ElasticNetCoefficient,35,,,0.009027271867196261,tci_same_scale_STC,delta20,,8.442847259068163,0.0015274373472366003
regression,,3,CFTC_PALLADIUM,0.03479081453234144,0.03479081453234144,arx_external_plus_target_lags,ElasticNetCoefficient,35,,,0.007091796237850592,tci_same_scale_STC,delta20,,8.442847259068163,0.004120744277941764
regression,,3,CFTC_PLATINUM,0.02953039414571868,0.02953039414571868,arx_external_plus_target_lags,ElasticNetCoefficient,35,,,0.016617074948797977,tci_same_scale_STC,delta20,,8.442847259068163,0.0034976819122247097
regression,,3,CFTC_SILVER,0.022328489883621565,0.022328489883621565,arx_external_plus_target_lags,ElasticNetCoefficient,35,,,0.01780541994663007,tci_same_scale_STC,delta20,,8.442847259068163,0.002644663488332011
regression,,3,GPR,0.026886226885658903,0.026886226885658903,arx_external_plus_target_lags,ElasticNetCoefficient,25,,,-0.013908584208139538,tci_same_scale_STC,delta20,,8.442847259068163,0.0031844976061578467
regression,,3,INFLATION_GROWTH,0.05057155615470956,0.05057155615470956,arx_external_plus_target_lags,ElasticNetCoefficient,15,,,-0.015311391749022333,tci_same_scale_STC,delta20,,8.442847259068163,0.005989869839276371
regression,,3,OIL,0.03336305036401744,0.03336305036401744,arx_external_plus_target_lags,ElasticNetCoefficient,10,,,-0.014929043182583639,tci_same_scale_STC,delta20,,8.442847259068163,0.003951634956819025
regression,,3,RATE,0.014175278089087895,0.014175278089087895,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,-0.0034476485684137876,tci_same_scale_STC,delta20,,8.442847259068163,0.0016789689134625444
regression,,3,REL_GOLD_PLATINUM,0.03707350773371854,0.03707350773371854,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,0.03707350773371854,tci_same_scale_STC,delta20,,8.442847259068163,0.004391114347579746
regression,,3,REL_GOLD_SILVER,0.028564936237501167,0.028564936237501167,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,-0.028564936237501167,tci_same_scale_STC,delta20,,8.442847259068163,0.003383329741849893
regression,,3,REL_PLATINUM_PALLADIUM,0.016980952616670528,0.016980952616670528,arx_external_plus_target_lags,ElasticNetCoefficient,20,,,0.00045773027170638476,tci_same_scale_STC,delta20,,8.442847259068163,0.002011282698313876
regression,,3,RISK_STRESS,0.04912739731061931,0.04912739731061931,arx_external_plus_target_lags,ElasticNetCoefficient,15,,,0.011380190054298061,tci_same_scale_STC,delta20,,8.442847259068163,0.005818818676111109
regression,,3,TCI_AR,0.8234026634758121,0.8234026634758121,arx_external_plus_target_lags,ElasticNetCoefficient,5,,,0.741005904165179,tci_same_scale_STC,delta20,,8.442847259068163,0.09752665637666541
regression,,3,USD,0.0017932211691712744,0.0017932211691712744,arx_external_plus_target_lags,ElasticNetCoefficient,10,,,0.0017932211691712744,tci_same_scale_STC,delta20,,8.442847259068163,0.0002123953109829435
regression,0.09767793561912697,3,CFTC_GOLD,0.019843406355899096,0.019843406355899096,arx_external_plus_target_lags,RandomForestPermutation,35,0.07783452926322787,0.0009463662486706064,,tci_same_scale_STC,delta20,,8.442847259068163,0.0023503216091687548
regression,0.09767793561912697,3,CFTC_PALLADIUM,0.002811117069972016,0.002811117069972016,arx_external_plus_target_lags,RandomForestPermutation,35,0.09486681854915495,0.00033340772771602527,,tci_same_scale_STC,delta20,,8.442847259068163,0.00033295841837630014
regression,0.09767793561912697,3,CFTC_PLATINUM,-0.0008623533023236901,0.0,arx_external_plus_target_lags,RandomForestPermutation,35,0.09854028892145066,7.651485182071792e-05,,tci_same_scale_STC,delta20,,8.442847259068163,0.0
regression,0.09767793561912697,3,CFTC_SILVER,0.00435028663916337,0.00435028663916337,arx_external_plus_target_lags,RandomForestPermutation,35,0.0933276489799636,0.0021230636421231148,,tci_same_scale_STC,delta20,,8.442847259068163,0.0005152629800913289
regression,0.09767793561912697,3,GPR,0.0,0.0,arx_external_plus_target_lags,RandomForestPermutation,25,0.09767793561912697,0.0,,tci_same_scale_STC,delta20,,8.442847259068163,0.0
regression,0.09767793561912697,3,INFLATION_GROWTH,-7.931980796815896e-05,0.0,arx_external_plus_target_lags,RandomForestPermutation,15,0.09775725542709512,0.00019301029841817114,,tci_same_scale_STC,delta20,,8.442847259068163,0.0
regression,0.09767793561912697,3,OIL,0.001412610205810183,0.001412610205810183,arx_external_plus_target_lags,RandomForestPermutation,10,0.09626532541331678,0.0005089083656666874,,tci_same_scale_STC,delta20,,8.442847259068163,0.0001673144334445881
regression,0.09767793561912697,3,RATE,2.8955286548934533e-05,2.8955286548934533e-05,arx_external_plus_target_lags,RandomForestPermutation,20,0.09764898033257803,1.1076326551096358e-05,,tci_same_scale_STC,delta20,,8.442847259068163,3.429564181424067e-06
regression,0.09767793561912697,3,REL_GOLD_PLATINUM,-0.005926335964229132,0.0,arx_external_plus_target_lags,RandomForestPermutation,20,0.1036042715833561,0.0021052343954158993,,tci_same_scale_STC,delta20,,8.442847259068163,0.0
regression,0.09767793561912697,3,REL_GOLD_SILVER,0.012592475048753424,0.012592475048753424,arx_external_plus_target_lags,RandomForestPermutation,20,0.08508546057037354,0.007327379310068319,,tci_same_scale_STC,delta20,,8.442847259068163,0.001491496252668588
regression,0.09767793561912697,3,REL_PLATINUM_PALLADIUM,0.0037253299791002448,0.0037253299791002448,arx_external_plus_target_lags,RandomForestPermutation,20,0.09395260564002672,0.0015390095913927282,,tci_same_scale_STC,delta20,,8.442847259068163,0.00044124095400387587
regression,0.09767793561912697,3,RISK_STRESS,0.0013443968242297516,0.0013443968242297516,arx_external_plus_target_lags,RandomForestPermutation,15,0.09633353879489721,0.0006774898417940691,,tci_same_scale_STC,delta20,,8.442847259068163,0.00015923500484813137
regression,0.09767793561912697,3,TCI_AR,0.16106323548960327,0.16106323548960327,arx_external_plus_target_lags,RandomForestPermutation,5,-0.06338529987047632,0.0025746171059545567,,tci_same_scale_STC,delta20,,8.442847259068163,0.019076886096288305
regression,0.09767793561912697,3,USD,0.004111624926234847,0.004111624926234847,arx_external_plus_target_lags,RandomForestPermutation,10,0.09356631069289212,0.001419634263451164,,tci_same_scale_STC,delta20,,8.442847259068163,0.0004869950622189329
regression,,3,CFTC_GOLD,0.016630368558507674,0.016630368558507674,external_only,ElasticNetCoefficient,35,,,0.006091733910799201,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0003607766334159367
regression,,3,CFTC_PALLADIUM,0.03846642118032967,0.03846642118032967,external_only,ElasticNetCoefficient,35,,,0.009750444851713246,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0008344845686477163
regression,,3,CFTC_PLATINUM,0.030008514178445477,0.030008514178445477,external_only,ElasticNetCoefficient,35,,,0.023608960039182964,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0006510000473546611
regression,,3,CFTC_SILVER,0.037994749549687304,0.037994749549687304,external_only,ElasticNetCoefficient,35,,,0.023421620202040278,tci_same_scale_STC,ar_residual,,46.09602457078933,0.000824252197526037
regression,,3,GPR,0.026590948687081062,0.026590948687081062,external_only,ElasticNetCoefficient,25,,,-0.012912748871420295,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0005768599122088182
regression,,3,INFLATION_GROWTH,0.09532221579383884,0.09532221579383884,external_only,ElasticNetCoefficient,15,,,0.0036572750028091502,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0020679053493529186
regression,,3,OIL,0.019041101659058857,0.019041101659058857,external_only,ElasticNetCoefficient,10,,,-0.016998186675813386,tci_same_scale_STC,ar_residual,,46.09602457078933,0.00041307470299998595
regression,,3,RATE,0.019565657725697135,0.019565657725697135,external_only,ElasticNetCoefficient,20,,,0.0016926669961787912,tci_same_scale_STC,ar_residual,,46.09602457078933,0.00042445434086512806
regression,,3,REL_GOLD_PLATINUM,0.029645996291252273,0.029645996291252273,external_only,ElasticNetCoefficient,20,,,0.029645996291252273,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0006431356405957553
regression,,3,REL_GOLD_SILVER,0.04575893999285366,0.04575893999285366,external_only,ElasticNetCoefficient,20,,,-0.03509191776783908,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0009926873395032577
regression,,3,REL_PLATINUM_PALLADIUM,0.02724488128453888,0.02724488128453888,external_only,ElasticNetCoefficient,20,,,-0.011808528576796838,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0005910462244460824
regression,,3,RISK_STRESS,0.09153868975516971,0.09153868975516971,external_only,ElasticNetCoefficient,15,,,0.028459945470278306,tci_same_scale_STC,ar_residual,,46.09602457078933,0.001985826122914231
regression,,3,USD,0.012087533207584,0.012087533207584,external_only,ElasticNetCoefficient,10,,,0.012087533207584,tci_same_scale_STC,ar_residual,,46.09602457078933,0.00026222506865036186
regression,-0.01825384123671392,3,CFTC_GOLD,2.4765752328164553e-05,2.4765752328164553e-05,external_only,RandomForestPermutation,35,-0.018278606989042084,0.00029681896391046535,,tci_same_scale_STC,ar_residual,,46.09602457078933,5.372643857851986e-07
regression,-0.01825384123671392,3,CFTC_PALLADIUM,-0.00032860511852650376,0.0,external_only,RandomForestPermutation,35,-0.017925236118187415,0.0003050706334631216,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0
regression,-0.01825384123671392,3,CFTC_PLATINUM,-0.0003109532427287842,0.0,external_only,RandomForestPermutation,35,-0.017942887993985135,8.068544488087519e-05,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0
regression,-0.01825384123671392,3,CFTC_SILVER,8.763304702297248e-05,8.763304702297248e-05,external_only,RandomForestPermutation,35,-0.01834147428373689,0.0004920940738441363,,tci_same_scale_STC,ar_residual,,46.09602457078933,1.9010977158864327e-06
regression,-0.01825384123671392,3,GPR,0.0,0.0,external_only,RandomForestPermutation,25,-0.01825384123671392,0.0,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0
regression,-0.01825384123671392,3,INFLATION_GROWTH,-0.0004170954428358957,0.0,external_only,RandomForestPermutation,15,-0.017836745793878023,0.0007200232767015025,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0
regression,-0.01825384123671392,3,OIL,-0.0005038129074678536,0.0,external_only,RandomForestPermutation,10,-0.017750028329246065,0.00020767143192473533,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0
regression,-0.01825384123671392,3,RATE,-0.00021160176290073093,0.0,external_only,RandomForestPermutation,20,-0.018042239473813188,0.00022520969441664287,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.0
regression,-0.01825384123671392,3,REL_GOLD_PLATINUM,0.001929031182027325,0.001929031182027325,external_only,RandomForestPermutation,20,-0.020182872418741244,0.0009888549332028043,,tci_same_scale_STC,ar_residual,,46.09602457078933,4.184810295440827e-05
regression,-0.01825384123671392,3,REL_GOLD_SILVER,0.005439636720863561,0.005439636720863561,external_only,RandomForestPermutation,20,-0.02369347795757748,0.00193084233097803,,tci_same_scale_STC,ar_residual,,46.09602457078933,0.00011800663444436408
